19142,2709042,NF STRAWBERRY FROZEN YOGURT NT 150GR,10,5,-5,120000,-600000,2025-12-01T23:00:17.823696
19142,2709042,NF STRAWBERRY FROZEN YOGURT NT 150GR,5,5,0,120000,0,2025-12-01T23:01:58.573152
19142,2709042,NF STRAWBERRY FROZEN YOGURT NT 150GR,5,11,6,120000,720000,2025-12-01T23:04:30.768079
16652,2701068,CUSTARD VANILLE,10,6,-4,150000,-600000,2025-12-02T18:09:54.640505
19144,2709041,NF BLUEBERRY FROZEN YOGURT NT 150GR,10,9,-1,120000,-120000,2025-12-02T18:10:36.702148
19428,2709065,NF TIRAMISU,10,8,-2,500000,-1000000,2025-12-02T18:11:19.809846
16652,2701068,CUSTARD VANILLE,10,8,-2,150000,-300000,2025-12-02T18:11:30.165002
16652,2701068,CUSTARD VANILLE,10,12,2,150000,300000,2025-12-02T18:11:44.503508
